text,category,risk_level,language,source_type
"Priority: PhonePe technical desk: Your wallet balance of Rs 4,999 is on hold for transaction #88906. Tell the validation code to unfreeze your funds.",otp_scam,high,en-IN,curated_scam
URGENT: UIDAI Aadhaar Helpline: Verification call regarding biometric lock on Aadhaar ending 90867. Please tell the 6-digit OTP sent to your phone.,otp_scam,high,en-IN,curated_scam
"Dhyan Dein: Recovery agent notice: Loan file #63675 ka baki paisa Rs 4,500 1 ghante me pay karein warna police complaint darj hogi Indore me.",loan_scam,medium,hi-Latn,curated_scam
स्विगी लॉगिन हेतु आपका वन-टाइम पासवर्ड (OTP) 517361 है ऑर्डर #81318 के लिए। यह 10 मिनट के लिए मान्य है। किसी के साथ साझा न करें।,benign,safe,hi-IN,authentic_transaction
"Transaction successful: Rs 85,000 paid to Mother Dairy in Bengaluru via GPay on 18-Mar-2025. Ref: UPI/82141.",benign,safe,en-IN,authentic_transaction
"ALERT: EPFO Alert: Claim of Rs 100,000 approved for UAN #75381. Verify credentials to disburse funds at https://epfo-claim-status75381.org",phishing_link,high,en-IN,curated_scam
Action Required: DCP Sub-Inspector Sandeep Cyber Crime Cell: Non-bailable warrant #9840 issued by Magistrate in Hyderabad. Join emergency interrogation session via Skype now.,voice_phishing,high,en-IN,curated_scam
Action Required: Hospital lab test fee refund Rs 750 approved for bill #53908. Send your Google Pay UPI ID to customer helpline 9853908,fake_refund,high,en-IN,curated_scam
"अंतिम रिमाइंडर: नमस्ते सर, मैं Priya Sharma Kotak Mahindra Bank के धोखाधड़ी रोकथाम विभाग से बोल रहा हूँ। आपके खाते #24784 से संदिग्ध लेनदेन ₹10,000 रोकने के लिए प्राप्त 6 अंकों का OTP बताएं।",otp_scam,high,hi-IN,curated_scam
"Important Update: Mobile typing job: 50 page type karein aur Rs 6,500 payein project #47278 me. Kaam shuru karne ke liye security money transfer karein.",job_offer_scam,medium,hi-Latn,curated_scam
URGENT: Your Netflix subscription for account 91016 has expired and payment failed. Update card details to continue watching: https://netflix-update-billing91016.co,phishing_link,high,en-IN,curated_scam
"Immediate Attention: Pre-approved Mudra loan of Rs 1,200 from Govt of India for application #36160. Deposit security fee Rs 2,000 to release funds at https://mudra-gov-loan36160.site",loan_scam,medium,en-IN,curated_scam
अंतिम रिमाइंडर: क्रेडिट कार्ड पॉइंट्स: आपके कार्ड ending 26637 के ₹750 के रिवॉर्ड पॉइंट्स आज समाप्त हो रहे हैं। नकद में बदलने के लिए लिंक खोलें: https://card-points26637.top,phishing_link,high,hi-IN,curated_scam
आवश्यक सूचना: संस्थागत प्री-आईपीओ शेयर 50% छूट पर खरीदें खाता #81238 पर। बाजार में लिस्टिंग से पहले भारी मुनाफा कमाने का मौका।,investment_scam,high,hi-IN,curated_scam
"URGENT: VI 5G Upgrade: To prevent mobile outgoing call block on number #26588, share your 19-digit ICCID number with telecom agent Rajesh Gupta.",sim_swap,high,en-IN,curated_scam
"अंतिम चेतावनी: भारतीय स्टेट बैंक: प्रिय ग्राहक #62862, आपकी नेटबैंकिंग बंद कर दी गई है। तुरंत पैन लिंक करें: https://sbi-kyc-form62862.online",phishing_link,high,hi-IN,curated_scam
Savdhan Rahe: Paytm wallet inactive ho gaya hai user #92625 ka. PAN card link karke activate karein https://paytm-wallet-kyc92625.in,phishing_link,high,hi-Latn,curated_scam
Aakhri Chetawani: Army officer Rahul Verma ne furniture khareedne ke liye QR code bheja hai. Scan karke PIN enter karein paise lene ke liye.,upi_collect_scam,high,hi-Latn,curated_scam
"NOTICE: Notice: You won Rs 25,00,000 in WhatsApp International Lottery for ticket #25041. To claim prize money, contact London office via WhatsApp at +4425041",lottery_prize,medium,en-IN,curated_scam
"ALERT: Private equity syndicate: High net worth investment opportunity with guaranteed 25% quarterly dividends on ticket #3818. Minimum ticket Rs 25,000.",investment_scam,high,en-IN,curated_scam
"Zaroori Suchna: Bajaj Finserv se Rs 12,500 ka loan approve hua hai customer #83659. Disbursement ke liye GST tax Rs 3,200 account me dalein.",loan_scam,medium,hi-Latn,curated_scam
"NOTICE: Lucky Draw Winner! You won a brand new Tata Safari car in Diwali Mega Contest for coupon #23619. Pay RTO registration tax Rs 12,500 in Chennai to dispatch vehicle.",lottery_prize,medium,en-IN,curated_scam
"अंतिम चेतावनी: क्रेडिट कार्ड पॉइंट्स: आपके कार्ड ending 7207 के ₹50,000 के रिवॉर्ड पॉइंट्स आज समाप्त हो रहे हैं। नकद में बदलने के लिए लिंक खोलें: https://card-points7207.top",phishing_link,high,hi-IN,curated_scam
"आवश्यक सूचना: फ्लिपकार्ट रिफंड: बैंक खाते में राशि ₹50,000 तुरंत जमा करने के लिए संलग्न QR कोड स्कैन करके अपना गुप्त पिन दर्ज करें।",upi_collect_scam,high,hi-IN,curated_scam
"Crowdfunding real estate platform: Buy fractional commercial property in Chandigarh for Rs 10,000 and earn 30% annualized rental returns on unit #99815.",investment_scam,high,en-IN,curated_scam
Important Update: DCP Suresh Raina Crime Branch: Supreme Court ke order par aap digital surveillance me hain case #75409. Camera off kiya to seedha arrest kiya jayega.,voice_phishing,high,hi-Latn,curated_scam
ALERT: Airtel Alert: Your SIM card KYC is incomplete for 11372. It will be disconnected in 24 hours. Update KYC at https://airtel-5g-kyc11372.net,phishing_link,high,en-IN,curated_scam
NOTICE: Congratulations! Pre-approved personal loan of Rs 299 sanctioned with 0% interest and No CIBIL check for applicant #98909. Download CashQuick APK: https://quick-loan98909.apk,loan_scam,medium,en-IN,curated_scam
"NOTICE: High yield arbitrage platform: Deposit Rs 15,000 and get Rs 30,000 back in 48 hours directly into ICICI Bank account. Sign up https://crypto-rich67295.vip",investment_scam,high,en-IN,curated_scam
Final Reminder: Congratulations! You won Rs 750 scratch card reward on GPay. Scan QR code to transfer prize directly to Yes Bank.,upi_collect_scam,high,en-IN,curated_scam
Savdhan Rahe: RBI Vigilance Team: Money laundering ke shak me aapke sabhi accounts freeze kiye ja rahe hain file #40081. Safe account me Rs 499 move karein.,voice_phishing,high,hi-Latn,curated_scam
"Action Required: Zomato executive Sanjay Singhania: Sir, to process your food refund of Rs 2,450 for order #91656, give me the 4-digit code sent on SMS.",otp_scam,high,en-IN,curated_scam
"NOTICE: Dear State Bank of India User, your NetBanking account #93681 will be blocked today due to expired KYC. Update PAN immediately at https://stateban-pan-kyc93681.xyz",phishing_link,high,en-IN,curated_scam
"Action Required: Government Lottery Bureau: Your ticket number #90770 has won second prize of Rs 250,000. Send processing fee Rs 5,000 to officer Neha Deshmukh to claim.",lottery_prize,medium,en-IN,curated_scam
"अंतिम चेतावनी: फास्टैग टोल प्लाजा पर वाहन #83453 से दो बार काटा गया ₹3,200 वापस पाने के लिए राष्ट्रीय राजमार्ग रिफंड पोर्टल पर आवेदन करें।",fake_refund,high,hi-IN,curated_scam
URGENT: HDFC Bank Alert: Your NetBanking access is disabled. Please verify your Aadhaar card and PAN at https://hdfcbank-verify-login38850.com,phishing_link,high,en-IN,curated_scam
Immediate Attention: SBI YONO notice: Your account login suspended. Submit mandatory identity verification for customer #22925 at https://sbi-yono-portal22925.xyz,phishing_link,high,en-IN,curated_scam
Jio 5G welcome offer claim karne ke liye number 74839 par KYC details submit karein https://jio-5g-claim74839.info,phishing_link,high,hi-Latn,curated_scam
"Action Required: Amazon cashback of Rs 4,999 credited. Open Google Pay and click 'Approve Payment' to deposit into ICICI Bank account.",upi_collect_scam,high,en-IN,curated_scam
"Digital gold pool scheme: Rozana 2% interest kamayein pool #46640 me, jab chahein withdraw karein. Register karein https://gold-grow46640.top",investment_scam,high,hi-Latn,curated_scam
"आईआरसीटीसी टिकट PNR #94322 विफल होने पर काटा गया ₹2,000 वापस पाने के लिए तुरंत हमारे कस्टमर केयर नंबर 9894322 पर संपर्क करें।",fake_refund,high,hi-IN,curated_scam
Savdhan Rahe: OLX buyer Manoj Tiwari ne advance payment bheja hai. QR code scan karke UPI PIN dalein taaki paise aapke State Bank of India account me aayein.,upi_collect_scam,high,hi-Latn,curated_scam
Your State Bank of India Credit Card points worth Rs 750 are expiring today. Redeem cash directly at https://stateban-points-redeem63518.top,phishing_link,high,en-IN,curated_scam
Aakhri Chetawani: Vodafone-Idea Surat: Aapke area me 4G band ho raha hai. High speed 5G ke liye reply karein 'PORT 9811878' 1900 par mobile #11878 se.,sim_swap,high,hi-Latn,curated_scam
"अंतिम चेतावनी: प्रिय उपभोक्ता #24714, आपके नंबर के लिए डुप्लीकेट ई-सिम #ES24714 का अनुरोध प्राप्त हुआ है। यदि आपने यह नहीं किया है, तो तुरंत 198 पर कॉल करें।",sim_swap,high,hi-IN,curated_scam
"Alert: Badhai ho!! Aapka mobile number ending 50371 KBC Jio Lucky Draw me Rs 250,000 jeet chuka hai. KBC Manager Pooja Mishra se call karein 9850371",lottery_prize,medium,hi-Latn,curated_scam
अंतिम चेतावनी: क्रिप्टो स्टेकिंग पूल #21949: एथेरियम और यूएसडीटी स्टेक करें और 1.5% दैनिक रिटर्न प्राप्त करें। पंजीकरण करें: https://eth-pool21949.org,investment_scam,high,hi-IN,curated_scam
"Action Required: Your cashback voucher of Rs 8,500 on Cred is ready. Scan QR code and confirm with your UPI PIN to claim directly into Axis Bank.",upi_collect_scam,high,en-IN,curated_scam
अंतिम चेतावनी: आईआरसीटीसी: आपकी गाड़ी संख्या 12301 राजधानी एक्सप्रेस PNR #73756 समय पर है दिनांक 02-Jun-2025 को। शुभ यात्रा!,benign,safe,hi-IN,authentic_transaction
